,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,customer_days,customer_segment,age_segment,clv_segment
2866,2867,62.0,118700.0,1367.522345894216,Male,North,31.0,Clothing,63.97866287665797,2021-04-08,2022-01-09,276 days,New,old,Medium
2867,2868,28.0,97300.0,1720.5063351602355,Female,East,27.0,Home & Garden,64.43790464178937,2022-09-08,2022-10-16,38 days,Very New,young,High
2868,2869,18.0,86700.0,1265.1688259383443,Male,West,46.0,Clothing,16.035398468777295,2021-10-27,2023-06-23,604 days,Regular,young,Medium
2869,2870,41.0,96500.0,1530.4388466460284,Male,South,27.0,Clothing,23.852743931746037,2022-02-26,2023-11-14,626 days,Regular,mid,High
2870,2871,79.0,74100.0,1535.2356377515748,Male,North,9.0,Home & Garden,46.20217839602411,2021-11-03,2023-01-14,437 days,Regular,Very Old,High
2871,2872,71.0,110100.0,725.397668610059,Female,North,33.0,Clothing,18.820937645434544,2021-10-01,2022-02-27,149 days,Very New,Very Old,Low
2872,2873,24.0,111700.0,562.6847273691715,Male,West,33.0,Home & Garden,58.499397852450905,2021-09-18,2023-05-03,592 days,Regular,young,Low
2873,2874,42.0,91200.0,1606.304853006814,Male,South,26.0,Clothing,48.4541731022269,2021-08-27,2023-04-11,592 days,Regular,mid,High
2874,2875,38.0,38200.0,766.8140077328021,Male,South,28.0,Health,51.91981785123731,2021-11-28,2023-08-31,641 days,Loyal,mid,Low
2875,2876,32.0,72500.0,1808.605292914956,Female,South,44.0,Clothing,13.446755282055523,2021-04-25,2022-09-21,514 days,Regular,young,High
2876,2877,18.0,102900.0,157.98757952563687,Female,West,43.0,Clothing,51.72518254386434,2021-09-25,2022-07-24,302 days,New,young,
2877,2878,29.0,113200.0,135.2706739091725,Female,North,31.0,Health,4.947819105413931,2021-01-12,2021-05-02,110 days,Very New,young,
2878,2879,75.0,96600.0,1855.4682370007883,Male,North,1.0,Electronics,88.15352980116816,2021-03-14,2021-06-08,86 days,Very New,Very Old,High
2880,2881,32.0,76900.0,771.606725767698,Female,West,12.0,Toys,85.63373248357074,2021-06-27,2023-01-21,573 days,Regular,young,Low
2881,2882,38.0,94700.0,1515.0196213360418,Male,West,17.0,Health,70.16563687448438,2021-09-16,2023-11-28,803 days,Loyal,mid,High
2882,2883,36.0,72600.0,1351.2070837874096,Male,West,15.0,Electronics,76.6172589297181,2022-02-04,2022-08-14,191 days,Very New,mid,Medium
2883,2884,77.0,86500.0,1071.7780727028005,Female,South,34.0,Clothing,31.454449453892277,2021-09-27,2021-12-12,76 days,Very New,Very Old,Medium
2885,2886,42.0,59600.0,1628.115582839648,Male,South,4.0,Health,40.67405538411148,2022-11-12,2023-11-06,359 days,New,mid,High
2886,2887,50.0,69700.0,1734.725917547637,Female,South,8.0,Clothing,2.4225862412799337,2022-05-01,2023-04-15,349 days,New,old,High
2887,2888,66.0,54600.0,360.8940033342452,Male,South,34.0,Electronics,91.87556768683494,2022-08-03,2023-02-20,201 days,Very New,Very Old,
2888,2889,49.0,116500.0,1704.013070914592,Male,East,46.0,Toys,38.70142659661246,2021-02-28,2021-04-28,59 days,Very New,old,High
2889,2890,66.0,53900.0,1758.1376758127972,Female,South,25.0,Home & Garden,98.8556604843565,2022-10-04,2022-12-05,62 days,Very New,Very Old,High
2890,2891,52.0,64400.0,1107.8686523312615,Female,West,15.0,Home & Garden,76.14494208074129,2021-09-23,2021-11-13,51 days,Very New,old,Medium
2891,2892,61.0,115500.0,1319.2344917209202,Female,East,28.0,Health,8.051500979931047,2021-03-16,2021-10-15,213 days,Very New,old,Medium
2892,2893,55.0,50700.0,776.829893628693,Female,North,9.0,Clothing,66.0188277842576,2021-03-31,2023-06-27,818 days,Loyal,old,Low
2894,2895,28.0,67800.0,1449.5266309642566,Female,West,17.0,Home & Garden,24.37186455813801,2021-12-23,2022-03-19,86 days,Very New,young,Medium
2895,2896,52.0,70800.0,1726.5127950513,Female,West,10.0,Electronics,25.656266990321285,2021-06-03,2023-06-20,747 days,Loyal,old,High
2896,2897,25.0,99500.0,1315.07355485238,Female,West,9.0,Clothing,91.6075048692817,2021-08-06,2021-10-28,83 days,Very New,young,Medium
2897,2898,63.0,113100.0,1032.9494090801677,Male,West,31.0,Toys,49.99801760713749,2022-05-01,2023-06-17,412 days,New,old,Medium
2899,2900,27.0,102100.0,125.84825095753996,Female,West,24.0,Clothing,28.09478257997007,2021-05-10,2021-09-07,120 days,Very New,young,
2900,2901,19.0,115500.0,902.469744688558,Male,South,19.0,Clothing,52.29544551851182,2021-03-07,2022-11-17,620 days,Regular,young,Low
2902,2903,26.0,98400.0,1147.2825711763055,Male,West,43.0,Health,32.11390403964008,2022-01-15,2023-09-25,618 days,Regular,young,Medium
2903,2904,20.0,67600.0,777.8037988091871,Male,South,49.0,Home & Garden,24.696884797021223,2021-11-09,2022-02-10,93 days,Very New,young,Low
2904,2905,38.0,63400.0,1519.2344569702996,Male,West,10.0,Health,40.90068984934005,2022-02-11,2023-03-12,394 days,New,mid,High
2906,2907,25.0,87400.0,1194.1057479155156,Male,East,38.0,Health,22.2043776067109,2021-10-04,2022-01-02,90 days,Very New,young,Medium
2908,2909,19.0,55500.0,29.330602534037496,Male,North,28.0,Clothing,12.461167646366668,2022-02-13,2023-04-30,441 days,Regular,young,
2909,2910,23.0,54500.0,163.33100856333448,Male,East,1.0,Health,48.02072077214363,2021-11-10,2022-03-09,119 days,Very New,young,
2911,2912,70.0,94800.0,1766.825460421115,Male,West,15.0,Toys,2.266532106900998,2021-09-06,2023-01-29,510 days,Regular,Very Old,High
2913,2914,43.0,67000.0,1427.5707743118724,Male,North,21.0,Toys,81.0384793950634,2022-02-03,2023-09-04,578 days,Regular,mid,Medium
2915,2916,29.0,89400.0,1585.3237543284872,Female,East,15.0,Electronics,86.51908131499447,2022-03-27,2023-05-14,413 days,New,young,High
2918,2919,65.0,83700.0,204.3521698866124,Male,East,15.0,Health,84.73423257683692,2022-07-13,2023-03-16,246 days,New,Very Old,
2920,2921,32.0,39700.0,1777.3329772982993,Female,West,9.0,Toys,55.27518332351261,2022-03-22,2023-04-10,384 days,New,young,High
2921,2922,61.0,109100.0,1289.706104328602,Male,West,44.0,Toys,77.63106529786457,2022-12-08,2023-02-28,82 days,Very New,old,Medium
2922,2923,53.0,98900.0,839.0162381608437,Male,South,39.0,Toys,8.479801624634664,2021-04-13,2022-09-10,515 days,Regular,old,Low
2923,2924,32.0,74200.0,599.7694761395942,Male,East,5.0,Toys,85.86454671624838,2021-11-24,2022-07-03,221 days,New,young,Low
2927,2928,23.0,35600.0,1938.5563669229532,Female,South,8.0,Toys,32.67828459692185,2021-02-27,2022-10-17,597 days,Regular,young,High
2928,2929,63.0,50000.0,1867.4937530709676,Male,South,22.0,Toys,7.394868986970127,2021-04-15,2021-04-24,9 days,Very New,old,High
2930,2931,61.0,116400.0,855.2230743348538,Female,North,48.0,Toys,17.451040239086957,2021-03-10,2021-09-01,175 days,Very New,old,Low
2931,2932,76.0,72300.0,1388.7775032837533,Female,South,12.0,Clothing,63.00499020370152,2021-10-29,2022-02-27,121 days,Very New,Very Old,Medium
2933,2934,62.0,78300.0,1703.8503856042776,Female,South,10.0,Electronics,28.11515034146459,2022-06-21,2023-11-13,510 days,Regular,old,High
2934,2935,38.0,48900.0,840.3674877600112,Male,South,48.0,Home & Garden,98.56609574568044,2021-02-04,2021-09-28,236 days,New,mid,Low
2935,2936,40.0,80100.0,242.5243776580762,Male,South,10.0,Electronics,6.416621811108492,2021-01-15,2022-03-30,439 days,Regular,mid,
2936,2937,60.0,42800.0,169.74812039240794,Female,North,9.0,Clothing,60.78720109915183,2021-04-16,2022-08-17,488 days,Regular,old,
2937,2938,72.0,95500.0,1162.5868095468911,Female,West,26.0,Home & Garden,47.95439274571891,2022-12-31,2023-10-07,280 days,New,Very Old,Medium
2938,2939,33.0,89500.0,1292.4033117176446,Male,West,35.0,Health,24.548410714727463,2021-03-15,2023-05-06,782 days,Loyal,young,Medium
2940,2941,70.0,48100.0,599.1797402752414,Male,East,31.0,Electronics,73.70843581589864,2022-07-04,2023-02-07,218 days,New,Very Old,Low
2941,2942,77.0,95400.0,351.59157128908413,Male,West,19.0,Home & Garden,91.63148744811863,2021-07-16,2022-05-16,304 days,New,Very Old,
2943,2944,42.0,33300.0,720.0787447919046,Female,South,38.0,Health,19.398021210600547,2022-11-17,2023-02-06,81 days,Very New,mid,Low
2944,2945,53.0,110100.0,282.2885289553524,Female,South,6.0,Electronics,98.62697472955654,2022-07-10,2023-03-23,256 days,New,old,
2945,2946,28.0,45100.0,1351.1196519760413,Male,North,15.0,Home & Garden,1.5022674237874625,2022-10-28,2023-02-09,104 days,Very New,young,Medium
2948,2949,21.0,90500.0,718.3284179360747,Female,West,45.0,Electronics,26.316152514577382,2021-05-22,2021-11-21,183 days,Very New,young,Low
2949,2950,38.0,45900.0,664.8903789238506,Female,South,5.0,Health,66.30288804436609,2021-11-08,2023-07-29,628 days,Regular,mid,Low
2951,2952,39.0,33700.0,1757.266543882391,Female,East,2.0,Toys,45.021393095657714,2021-02-01,2021-08-19,199 days,Very New,mid,High
2952,2953,36.0,112300.0,99.75698733328107,Male,West,23.0,Health,74.94195054011905,2021-01-26,2022-08-05,556 days,Regular,mid,
2953,2954,51.0,43400.0,1613.568978247015,Female,South,44.0,Electronics,64.60702592714583,2021-09-12,2023-01-03,478 days,Regular,old,High
2954,2955,31.0,78200.0,750.5954730623579,Female,North,46.0,Health,47.29418635417149,2021-02-25,2022-11-02,615 days,Regular,young,Low
2955,2956,78.0,113400.0,1712.1456710611858,Female,West,19.0,Electronics,4.981229980320467,2021-10-20,2022-02-07,110 days,Very New,Very Old,High
2956,2957,21.0,43700.0,1608.3619574949955,Male,East,24.0,Home & Garden,74.17498049572752,2022-09-29,2023-11-22,419 days,New,young,High
2958,2959,70.0,111200.0,1393.8755399367997,Male,North,47.0,Electronics,22.44946884024209,2021-02-22,2022-12-28,674 days,Loyal,Very Old,Medium
2959,2960,69.0,54700.0,336.07285841141146,Male,East,27.0,Toys,94.82686497881704,2021-04-11,2022-01-20,284 days,New,Very Old,
2960,2961,63.0,61900.0,-999.0,Male,North,24.0,Toys,77.35027695471621,2022-04-12,2022-04-21,9 days,Very New,old,
2961,2962,44.0,30300.0,820.8923076147806,Male,West,17.0,Clothing,96.22686816769364,2021-09-24,2022-07-14,293 days,New,mid,Low
2962,2963,46.0,77700.0,922.1387184032964,Female,East,25.0,Electronics,25.62169321655901,2021-01-02,2022-01-24,387 days,New,mid,Low
2963,2964,64.0,29300.0,1417.40292105323,Male,North,46.0,Clothing,83.57933275778873,2021-01-22,2023-03-01,768 days,Loyal,Very Old,Medium
2964,2965,45.0,31500.0,1645.263668675605,Female,West,31.0,Home & Garden,60.77214042619692,2022-08-01,2023-01-23,175 days,Very New,mid,High
2965,2966,52.0,100100.0,487.958631789855,Male,North,28.0,Clothing,98.15036893032196,2021-07-31,2022-12-05,492 days,Regular,old,
2967,2968,33.0,21100.0,796.156126900514,Female,West,22.0,Toys,97.29680449427023,2022-06-13,2022-07-21,38 days,Very New,young,Low
2968,2969,59.0,95400.0,750.0317895278434,Male,East,5.0,Home & Garden,95.1767618339942,2022-01-23,2023-04-01,433 days,Regular,old,Low
2969,2970,53.0,97000.0,1386.2511314024964,Female,East,44.0,Electronics,0.7660866890438989,2021-01-14,2023-11-11,1031 days,Very Old,old,Medium
2970,2971,47.0,98200.0,786.62288282875,Male,South,42.0,Electronics,74.10854101506894,2022-06-03,2023-11-09,524 days,Regular,mid,Low
2971,2972,35.0,76600.0,705.2948303255271,Male,North,8.0,Electronics,27.19345612096418,2021-08-10,2023-05-12,640 days,Regular,mid,Low
2973,2974,66.0,64800.0,220.52672518539265,Male,East,28.0,Health,98.06112012539089,2022-02-07,2023-04-07,424 days,New,Very Old,
2975,2976,21.0,71300.0,512.4762797054368,Male,West,12.0,Electronics,56.69878324393505,2021-10-14,2023-12-19,796 days,Loyal,young,Low
2977,2978,42.0,20400.0,350.1932523679302,Female,East,38.0,Clothing,25.33587822148069,2021-09-04,2023-10-15,771 days,Loyal,mid,
2978,2979,47.0,76900.0,1221.1898289562182,Female,West,44.0,Health,22.51219370671425,2021-04-01,2023-01-21,660 days,Loyal,mid,Medium
2980,2981,24.0,115200.0,61.69441144151369,Female,North,44.0,Home & Garden,9.39198571680756,2022-03-13,2022-08-30,170 days,Very New,young,
2981,2982,48.0,56000.0,92.1223777374059,Male,North,41.0,Home & Garden,65.67499108483615,2022-12-27,2023-08-19,235 days,New,mid,
2982,2983,61.0,119600.0,1807.0333873890472,Female,North,34.0,Health,50.52106190319508,2021-02-12,2021-04-15,62 days,Very New,old,High
2983,2984,27.0,58200.0,165.14551986516528,Male,South,45.0,Home & Garden,3.007222748194593,2021-03-15,2022-08-30,533 days,Regular,young,
2984,2985,56.0,47400.0,1790.480674060811,Male,East,13.0,Home & Garden,96.96617587527658,2022-07-15,2023-09-17,429 days,Regular,old,High
2985,2986,30.0,91800.0,471.7685092267935,Male,West,8.0,Electronics,65.60458694888051,2021-11-12,2022-04-29,168 days,Very New,young,
2988,2989,73.0,46000.0,1720.329010706184,Female,West,6.0,Electronics,65.80988848075032,2021-07-28,2022-12-08,498 days,Regular,Very Old,High
2989,2990,66.0,75100.0,1406.900633540229,Male,West,38.0,Home & Garden,36.41678628827128,2021-04-09,2022-05-24,410 days,New,Very Old,Medium
2991,2992,78.0,116000.0,171.0788592646775,Male,North,21.0,Toys,68.25719203067642,2021-04-24,2023-01-22,638 days,Regular,Very Old,
2992,2993,59.0,99900.0,1470.746364064198,Male,West,44.0,Clothing,9.274379512412931,2021-06-24,2021-08-23,60 days,Very New,old,Medium
2993,2994,73.0,90500.0,1241.4318168110594,Female,East,44.0,Home & Garden,90.92607083109915,2021-09-28,2022-08-29,335 days,New,Very Old,Medium
2994,2995,53.0,25000.0,25.765201310901706,Male,South,49.0,Home & Garden,48.69742516016813,2021-03-04,2022-07-08,491 days,Regular,old,
2995,2996,37.0,22000.0,38.651314825441744,Male,West,7.0,Clothing,39.29449389665539,2022-02-08,2022-03-29,49 days,Very New,mid,
2996,2997,21.0,32500.0,1621.410086921534,Male,West,26.0,Home & Garden,95.54621436287786,2021-08-13,2022-08-09,361 days,New,young,High
2997,2998,71.0,52600.0,533.6114828276707,Male,East,15.0,Electronics,43.82092811112116,2021-06-10,2023-09-11,823 days,Loyal,Very Old,Low
2998,2999,24.0,96400.0,1279.54466210157,Male,West,49.0,Health,72.12209169030645,2021-02-05,2022-02-27,387 days,New,young,Medium
3001,3002,61.0,24600.0,1835.5830039429277,Female,North,38.0,Clothing,99.1142773743137,2021-11-14,2022-07-08,236 days,New,old,High
3003,3004,62.0,68100.0,324.2945888983487,Male,South,15.0,Clothing,39.47825724173085,2022-10-25,2023-04-26,183 days,Very New,old,
3004,3005,59.0,40400.0,1728.6688120214412,Male,South,48.0,Clothing,91.96134927532302,2022-04-01,2022-07-05,95 days,Very New,old,High
3006,3007,76.0,81600.0,1189.8154322931052,Male,South,16.0,Electronics,70.50769619293123,2021-12-10,2022-05-12,153 days,Very New,Very Old,Medium
3007,3008,30.0,64000.0,1021.4302110610377,Male,South,32.0,Home & Garden,84.62460472620108,2021-02-09,2023-11-06,1000 days,Very Old,young,Medium
3008,3009,72.0,102200.0,55.61650051332756,Female,West,37.0,Home & Garden,23.549439572451835,2022-02-18,2023-11-23,643 days,Loyal,Very Old,
3009,3010,39.0,23400.0,1866.887134214068,Male,North,18.0,Home & Garden,16.94665851945295,2022-01-15,2023-01-15,365 days,New,mid,High
3010,3011,71.0,108600.0,175.08756919545252,Female,West,20.0,Home & Garden,6.8506805591005975,2021-08-10,2022-05-04,267 days,New,Very Old,
3011,3012,38.0,96600.0,1382.673460427317,Male,North,46.0,Health,89.71332992460653,2021-10-08,2023-01-06,455 days,Regular,mid,Medium
3012,3013,39.0,117100.0,1574.313535692359,Female,North,2.0,Toys,20.036709474314872,2021-08-13,2022-04-03,233 days,New,mid,High
3013,3014,45.0,25700.0,1594.6699411144148,Male,South,23.0,Electronics,30.77540440643939,2022-04-02,2023-12-11,618 days,Regular,mid,High
3014,3015,26.0,86900.0,288.2791474791127,Female,South,30.0,Health,28.58069260789511,2021-06-03,2022-04-09,310 days,New,young,
3016,3017,26.0,75900.0,1662.26916345928,Male,North,46.0,Toys,66.80611268287184,2021-12-19,2022-06-23,186 days,Very New,young,High
3017,3018,32.0,51400.0,619.3048365499343,Male,South,39.0,Toys,95.41135587405384,2021-02-08,2022-07-22,529 days,Regular,young,Low
3019,3020,41.0,70300.0,560.1319075456946,Male,North,49.0,Electronics,40.764715465869685,2022-09-13,2022-09-17,4 days,Very New,mid,Low
3021,3022,74.0,118300.0,1777.9190867339023,Male,North,41.0,Toys,43.23379441876859,2022-05-04,2023-10-19,533 days,Regular,Very Old,High
3022,3023,78.0,64100.0,921.1459774448836,Female,South,22.0,Clothing,92.60427679260476,2021-07-17,2022-09-13,423 days,New,Very Old,Low
3024,3025,25.0,28100.0,819.8730409401054,Female,North,14.0,Home & Garden,34.77348557636154,2021-06-21,2022-11-18,515 days,Regular,young,Low
3025,3026,41.0,89800.0,931.0320227425846,Female,North,48.0,Clothing,97.15724837342697,2022-05-23,2022-09-16,116 days,Very New,mid,Low
3026,3027,33.0,107300.0,50.04491411191496,Male,North,28.0,Home & Garden,42.57818760641799,2022-02-09,2022-09-04,207 days,Very New,young,
3027,3028,66.0,39800.0,581.8161097217029,Female,West,21.0,Electronics,23.11748711880426,2021-09-28,2023-08-17,688 days,Loyal,Very Old,Low
3028,3029,43.0,30800.0,884.4318090488123,Male,West,45.0,Electronics,17.770081478953294,2022-07-08,2022-10-09,93 days,Very New,mid,Low
3029,3030,44.0,69500.0,1274.9180124656032,Male,North,32.0,Home & Garden,99.51813258283256,2022-12-02,2023-02-02,62 days,Very New,mid,Medium
3031,3032,21.0,81900.0,688.8777457766968,Female,East,1.0,Toys,40.86597974551808,2021-05-11,2023-01-04,603 days,Regular,young,Low
3034,3035,36.0,52300.0,1850.4986798926248,Female,North,3.0,Toys,31.73895736332725,2022-02-01,2023-03-05,397 days,New,mid,High
3035,3036,53.0,35700.0,1053.0515870660108,Male,North,49.0,Clothing,74.33858087359594,2022-07-20,2023-04-26,280 days,New,old,Medium
3037,3038,56.0,26400.0,58.50359167070229,Male,North,31.0,Clothing,50.0169229184135,2022-01-18,2022-01-24,6 days,Very New,old,
3039,3040,42.0,38800.0,458.4727649190252,Female,South,19.0,Clothing,7.702248657366761,2022-01-30,2022-08-26,208 days,Very New,mid,
3043,3044,27.0,87800.0,1751.3456672600232,Female,North,25.0,Health,83.9068575417683,2021-10-08,2022-05-13,217 days,New,young,High
3046,3047,67.0,24800.0,530.4655305662084,Male,North,23.0,Health,15.039827261328032,2021-07-11,2023-07-25,744 days,Loyal,Very Old,Low
3047,3048,22.0,40400.0,825.5088418489606,Female,North,2.0,Clothing,38.77415283268735,2022-09-29,2023-02-07,131 days,Very New,young,Low
3048,3049,64.0,44000.0,930.9269511601724,Female,East,15.0,Toys,46.41107938908192,2022-03-04,2022-08-09,158 days,Very New,Very Old,Low
3049,3050,66.0,48900.0,609.4039419534967,Male,West,44.0,Health,29.76637947582136,2021-12-14,2022-11-04,325 days,New,Very Old,Low
3050,3051,52.0,49600.0,85.23677912614936,Female,East,35.0,Home & Garden,72.53664481494441,2022-03-05,2022-05-26,82 days,Very New,old,
3051,3052,61.0,91100.0,1188.4522637345533,Female,South,10.0,Health,91.24388126891402,2022-01-27,2022-12-14,321 days,New,old,Medium
3052,3053,51.0,86200.0,1057.8262420356168,Female,West,14.0,Electronics,41.24821992692763,2021-12-07,2023-03-31,479 days,Regular,old,Medium
3054,3055,72.0,33800.0,95.19241578782092,Female,East,14.0,Home & Garden,51.67689071440567,2022-02-06,2022-06-29,143 days,Very New,Very Old,
3055,3056,38.0,26600.0,1989.2964906994412,Male,East,35.0,Clothing,52.25156268160512,2021-02-16,2021-03-14,26 days,Very New,mid,High
3056,3057,34.0,54900.0,974.3326499162836,Female,North,33.0,Electronics,60.02195406777565,2022-10-27,2023-09-01,309 days,New,mid,Low
3057,3058,39.0,113700.0,1516.8883987126726,Female,West,1.0,Electronics,26.83310651193253,2022-03-01,2022-05-19,79 days,Very New,mid,High
3058,3059,65.0,66000.0,915.5817894016444,Male,West,34.0,Toys,38.3360519135037,2022-06-01,2023-03-16,288 days,New,Very Old,Low
3059,3060,54.0,71500.0,105.47717590862403,Female,North,19.0,Home & Garden,55.32374528854946,2022-09-29,2022-12-11,73 days,Very New,old,
3061,3062,52.0,61000.0,653.8180791916843,Female,South,42.0,Home & Garden,64.26925784552185,2021-03-28,2022-01-23,301 days,New,old,Low
3062,3063,45.0,85800.0,1679.9387500170517,Male,South,4.0,Home & Garden,33.31165578887095,2022-05-30,2023-04-08,313 days,New,mid,High
3063,3064,24.0,39400.0,1315.3753564397512,Female,East,36.0,Electronics,1.0468573316502638,2021-06-14,2021-08-28,75 days,Very New,young,Medium
3064,3065,49.0,74200.0,565.3512092061562,Female,South,13.0,Home & Garden,98.16656499299056,2021-08-11,2023-09-03,753 days,Loyal,old,Low
3066,3067,27.0,43600.0,656.6528281477853,Female,North,9.0,Electronics,93.8495158330771,2022-03-27,2022-04-24,28 days,Very New,young,Low
3067,3068,26.0,51600.0,1996.5033711408664,Female,East,39.0,Toys,54.93452338350529,2021-12-09,2023-11-04,695 days,Loyal,young,High
3068,3069,31.0,94800.0,1992.404112477121,Male,North,16.0,Toys,60.54648602222888,2021-12-07,2022-12-18,376 days,New,young,High
3070,3071,78.0,80300.0,639.2274100530324,Female,East,20.0,Home & Garden,32.09757336644056,2022-01-27,2023-10-03,614 days,Regular,Very Old,Low
3073,3074,42.0,115100.0,1065.5339490275226,Female,South,48.0,Electronics,67.24799495825067,2022-02-25,2023-09-02,554 days,Regular,mid,Medium
3077,3078,38.0,45200.0,228.0931494230039,Female,West,42.0,Health,5.211132860983659,2022-10-10,2023-08-20,314 days,New,mid,
3078,3079,35.0,98500.0,1383.0345556045263,Female,East,48.0,Health,10.211508894903687,2021-01-04,2022-11-12,677 days,Loyal,mid,Medium
3079,3080,20.0,33100.0,333.7358315579107,Female,North,8.0,Toys,67.4594235735587,2022-11-12,2023-11-26,379 days,New,young,
3081,3082,71.0,66000.0,635.8526011754672,Male,South,15.0,Clothing,59.53577798139739,2021-03-19,2022-06-30,468 days,Regular,Very Old,Low
3084,3085,58.0,63000.0,1408.0023088481803,Female,North,4.0,Electronics,12.96365021474264,2021-12-21,2023-01-12,387 days,New,old,Medium
3085,3086,66.0,76600.0,244.27411106807784,Female,North,30.0,Home & Garden,24.86674861728393,2021-02-02,2022-08-15,559 days,Regular,Very Old,
3086,3087,28.0,30400.0,1550.303543377766,Female,West,13.0,Clothing,82.1291784819328,2022-10-24,2023-01-20,88 days,Very New,young,High
3088,3089,41.0,27400.0,1572.8740336100468,Male,West,21.0,Health,94.97597947128548,2021-05-19,2023-04-18,699 days,Loyal,mid,High
3089,3090,77.0,53800.0,1176.1745476115275,Male,East,41.0,Clothing,4.874485535375528,2021-09-29,2022-03-18,170 days,Very New,Very Old,Medium
3090,3091,63.0,23800.0,183.2178785976017,Male,North,46.0,Clothing,79.24119971840686,2021-07-15,2023-12-19,887 days,Very Old,old,
3092,3093,21.0,24300.0,158.2029800916045,Female,South,39.0,Electronics,26.089230519753603,2021-12-15,2021-12-31,16 days,Very New,young,
3093,3094,43.0,90300.0,967.8294067272778,Female,North,48.0,Home & Garden,72.91667028105844,2021-02-13,2022-01-02,323 days,New,mid,Low
3095,3096,59.0,75200.0,1509.6236523962125,Female,South,20.0,Electronics,45.93452030587438,2021-09-01,2022-08-29,362 days,New,old,High
3098,3099,62.0,118700.0,1063.7516427123774,Male,West,10.0,Home & Garden,33.55455960578722,2021-03-20,2021-09-22,186 days,Very New,old,Medium
3099,3100,63.0,41000.0,1532.6471287247234,Male,South,18.0,Electronics,46.64909603369162,2021-07-09,2023-11-28,872 days,Very Old,old,High
3100,3101,53.0,54100.0,30.05604969193988,Male,North,43.0,Clothing,89.51294814927913,2021-03-27,2022-01-17,296 days,New,old,
3102,3103,54.0,97000.0,410.9486578404408,Female,South,46.0,Toys,40.368817745666384,2021-09-28,2022-01-24,118 days,Very New,old,
3104,3105,53.0,50300.0,1477.782816961715,Male,North,18.0,Home & Garden,75.29994754336214,2021-01-20,2021-01-24,4 days,Very New,old,Medium
3106,3107,26.0,44000.0,1319.281901139741,Female,West,22.0,Health,1.9798730118157248,2021-05-10,2022-09-25,503 days,Regular,young,Medium
3108,3109,50.0,22900.0,1151.8228328551077,Female,East,18.0,Home & Garden,45.055404809892686,2021-01-07,2023-09-10,976 days,Very Old,old,Medium
3110,3111,23.0,38400.0,1255.4398286753883,Female,East,23.0,Home & Garden,56.16633369429792,2021-11-06,2022-05-02,177 days,Very New,young,Medium
3111,3112,58.0,59100.0,1259.6742419343525,Female,East,1.0,Electronics,73.17196171082654,2022-09-19,2022-09-25,6 days,Very New,old,Medium
3112,3113,56.0,24100.0,1784.5775788555827,Female,East,10.0,Health,83.1332983608313,2022-04-18,2022-12-22,248 days,New,old,High
3113,3114,21.0,54400.0,1021.1995877118344,Male,South,1.0,Toys,64.62609446322361,2021-04-12,2022-01-19,282 days,New,young,Medium
3115,3116,66.0,70100.0,626.2679225545209,Male,West,39.0,Electronics,37.376925481270185,2021-11-15,2021-12-12,27 days,Very New,Very Old,Low
3117,3118,19.0,26100.0,493.73254824789854,Male,West,9.0,Electronics,95.8577681644864,2021-01-25,2022-11-07,651 days,Loyal,young,
3119,3120,22.0,115700.0,1644.52865239449,Female,South,7.0,Clothing,56.62122444973933,2022-03-06,2023-12-10,644 days,Loyal,young,High
3120,3121,61.0,83000.0,1176.953068890164,Male,East,17.0,Toys,75.10731394364171,2021-05-23,2023-07-14,782 days,Loyal,old,Medium
3121,3122,44.0,89500.0,1026.8843149116735,Male,South,35.0,Toys,6.841048497982916,2022-12-10,2023-05-26,167 days,Very New,mid,Medium
3122,3123,49.0,114900.0,650.5348942754925,Male,West,48.0,Electronics,85.50110090037315,2022-10-19,2023-09-11,327 days,New,old,Low
3123,3124,38.0,61600.0,1467.237511147406,Male,North,37.0,Home & Garden,79.70257433424074,2021-05-29,2023-08-31,824 days,Loyal,mid,Medium
3125,3126,55.0,108100.0,1479.385764935467,Female,South,33.0,Health,2.1982706734408386,2021-02-24,2021-05-18,83 days,Very New,old,Medium
3127,3128,67.0,85100.0,1731.7918563325256,Female,East,23.0,Health,5.426837073243684,2021-12-29,2023-07-23,571 days,Regular,Very Old,High
3129,3130,71.0,59500.0,888.2458730639606,Male,South,10000.0,Toys,71.84483262555224,2021-07-28,2022-07-24,361 days,New,Very Old,Low
3131,3132,78.0,74800.0,1255.9003043346154,Female,South,8.0,Electronics,69.48831054772886,2021-03-06,2023-05-02,787 days,Loyal,Very Old,Medium
3133,3134,20.0,111800.0,1517.3425078361022,Male,East,5.0,Electronics,81.155293067782,2021-04-22,2022-08-24,489 days,Regular,young,High
3134,3135,39.0,95900.0,566.3380299411245,Male,West,12.0,Home & Garden,53.35889393803011,2021-09-20,2023-05-06,593 days,Regular,mid,Low
3138,3139,61.0,68700.0,1619.3238005374146,Male,North,18.0,Clothing,45.28715845851323,2021-01-01,2021-08-11,222 days,New,old,High
3139,3140,19.0,92400.0,725.6531886138102,Male,West,38.0,Toys,40.575389717642096,2021-05-28,2022-02-06,254 days,New,young,Low
3142,3143,52.0,25500.0,1312.1519901265713,Male,South,26.0,Home & Garden,84.96270549444247,2021-05-09,2021-07-03,55 days,Very New,old,Medium
